    PID    PPID STAT CMD
 362803  362737 Rl   /snap/code/244/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --ozone-platform=x11 --crashpad-handler-pid=362754 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,6561233610540983023,3343091456343645668,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,5899365060511717246,11005039139688484542,4 --trace-process-track-uuid=3190708988185955192
 362805  362737 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=362754 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6561233610540983023,3343091456343645668,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,5899365060511717246,11005039139688484542,4 --trace-process-track-uuid=3190708989122997041
 362854       2 S    [nvidia-drm/timeline-4b7]
 362856  362740 Sl   /snap/code/244/usr/share/code/code --type=renderer --crashpad-handler-pid=362754 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/244/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=65634830398 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6561233610540983023,3343091456343645668,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,5899365060511717246,11005039139688484542,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:c89e4873-48c3-4df7-a4d0-57f05a223510
 362980  362737 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=362754 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6561233610540983023,3343091456343645668,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,5899365060511717246,11005039139688484542,4 --trace-process-track-uuid=3190708990997080739
 363016  362740 Sl   /snap/code/244/usr/share/code/code --type=renderer --crashpad-handler-pid=362754 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/244/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=65635423036 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6561233610540983023,3343091456343645668,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,5899365060511717246,11005039139688484542,4 --trace-process-track-uuid=3190708991934122588 --vscode-window-config=vscode:c89e4873-48c3-4df7-a4d0-57f05a223510
 363022  362737 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=362754 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6561233610540983023,3343091456343645668,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,5899365060511717246,11005039139688484542,4 --trace-process-track-uuid=3190708992871164437
 363023  362737 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=362754 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6561233610540983023,3343091456343645668,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,5899365060511717246,11005039139688484542,4 --trace-process-track-uuid=3190708993808206286
 363070  362980 Sl   /home/bogdan/.vscode/extensions/openai.chatgpt-26.602.40724-linux-x64/bin/linux-x86_64/codex app-server --analytics-default-enabled
 366435       2 I    [kworker/9:6-xfs-conv/sda2]
 366440       2 I    [kworker/9:11-xfs-conv/sda2]
 367588       2 I    [kworker/22:1-mm_percpu_wq]
 368034       2 I    [kworker/6:1]
 368072       2 I    [kworker/4:0-events]
 368145       2 I    [kworker/0:0]
 368216       2 I    [kworker/18:1-events]
 369383       2 I    [kworker/17:0]
 371106       2 I    [kworker/u96:1-flush-8:0]
 371414  363070 Ss   python3 examples/sentai_runtime/experiments/s233_arm_emulator_gazebo_flow_whycon/run_s233.py --camera-forward-fps 15 --camera-out-width 640 --camera-out-height 480 --camera-out-format rgb888
 372765   25610 S    /bin/sh /usr/bin/distrobox enter crazysim-garden -- bash /home/bogdan/work/coralmicro/sim/scripts/launch_hybrid_cf2.sh sentai_whycon_small
 372768  372765 Sl   podman exec --interactive --detach-keys= --user=bogdan --workdir=/home/bogdan/work/coralmicro --env=PWD=/home/bogdan/work/coralmicro --env=CONTAINER_ID=crazysim-garden --env=DISTROBOX_ENTER_PATH=/usr/bin/distrobox-enter --env=GJS_DEBUG_TOPICS=JS ERROR;JS LOG --env=LESSOPEN=| /usr/bin/lesspipe %s --env=VSCODE_CWD=/home/bogdan --env=VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess --env=CODEX_CI=1 --env=USER=bogdan --env=SNAP_COMMON=/var/snap/code/common --env=CODEX_INTERNAL_ORIGINATOR_OVERRIDE=codex_vscode --env=FONTCONFIG_PATH=/etc/fonts --env=GIO_MODULE_DIR=/home/bogdan/snap/code/common/.cache/gio-modules --env=VSCODE_HANDLES_UNCAUGHT_ERRORS=true --env=XDG_SESSION_TYPE=wayland --env=DEBUG=release --env=SNAP_UID=1000 --env=SHLVL=0 --env=CHROME_DESKTOP=code.desktop --env=SNAP_LIBRARY_PATH=/var/lib/snapd/lib/gl:/var/lib/snapd/lib/gl32 --env=DESKTOP_SESSION=ubuntu --env=SNAP_USER_DATA=/home/bogdan/snap/code/244 --env=GTK_PATH=/snap/code/244/usr/lib/x86_64-linux-gnu/gtk-3.0 --env=VSCODE_IPC_HOOK=/run/user/1000/vscode-4744f262-1.12-main.sock --env=IM_CONFIG_ENTRY=profile --env=GTK_IM_MODULE_FILE=/home/bogdan/snap/code/common/.cache/immodules/immodules.cache --env=GIO_LAUNCHED_DESKTOP_FILE=/var/lib/snapd/desktop/applications/code_code.desktop --env=GTK_MODULES=gail:atk-bridge --env=PAGER=cat --env=MANAGERPID=25610 --env=LC_CTYPE=C.UTF-8 --env=SYSTEMD_EXEC_PID=361240 --env=NO_COLOR=1 --env=DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus --env=SNAP_REVISION=244 --env=COLORTERM= --env=GIO_LAUNCHED_DESKTOP_FILE_PID=362690 --env=VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost --env=DEBUGINFOD_URLS=https://debuginfod.ubuntu.com  --env=WAYLAND_DISPLAY=wayland-0 --env=LOGNAME=bogdan --env=SNAP_CONTEXT=OlaD_IPpwsxlBqBDSJS87RbBE3elS7P1-d1N4aDZ8i-0yFVK8Xxn --env=MANAGERPIDFDID=90550 --env=JOURNAL_STREAM=10:836886 --env=MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/org.gnome.Shell@ubuntu.service/memory.pressure --env=XDG_SESSION_CLASS=user --env=SNAP_VERSION=6a44c352 --env=RUST_LOG=warn --env=USERNAME=bogdan --env=TERM=dumb --env=GNOME_DESKTOP_SESSION_ID=this-is-deprecated --env=SNAP_INSTANCE_NAME=code --env=FC_FONTATIONS=1 --env=GTK_EXE_PREFIX=/snap/code/244/usr --env=INVOCATION_ID=849026a6b92245f6ad475cabda52e9c6 --env=XDG_MENU_PREFIX=gnome- --env=GNOME_SETUP_DISPLAY=unix:/tmp/.X11-unix/X1 --env=SNAP_DATA=/var/snap/code/244 --env=XDG_RUNTIME_DIR=/run/user/1000 --env=GDK_BACKEND=x11 --env=DISPLAY=:0 --env=LOCPATH=/snap/code/244/usr/lib/locale --env=LANG=en_US.UTF-8 --env=XDG_CURRENT_DESKTOP=ubuntu:GNOME --env=XDG_DATA_HOME=/home/bogdan/snap/code/244/.local/share --env=XMODIFIERS=@im=ibus --env=GH_PAGER=cat --env=XDG_SESSION_DESKTOP=ubuntu --env=XAUTHORITY=/run/user/1000/.mutter-Xwaylandauth.NJZJQ3 --env=LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.swp=00;90:*.tmp=00;90:*.dpkg-dist=00;90:*.dpkg-old=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90: --env=SNAP_USER_COMMON=/home/bogdan/snap/code/common --env=SSH_AUTH_SOCK=/run/user/1000/gcr/ssh --env=GSETTINGS_SCHEMA_DIR=/home/bogdan/snap/code/244/.local/share/glib-2.0/schemas --env=SNAP_ARCH=amd64 --env=SNAP_COOKIE=OlaD_IPpwsxlBqBDSJS87RbBE3elS7P1-d1N4aDZ8i-0yFVK8Xxn --env=GDK_PIXBUF_MODULEDIR=/snap/code/244/usr/lib/x86_64-linux-gnu/gdk-pixbuf-2.0/2.10.0/loaders --env=QT_ACCESSIBILITY=1 --env=ELECTRON_RUN_AS_NODE=1 --env=GDMSESSION=ubuntu --env=LESSCLOSE=/usr/bin/lesspipe %s %s --env=SNAP_NAME=code --env=FONTCONFIG_FILE=/etc/fonts/fonts.conf --env=CODEX_THREAD_ID=019e9846-8604-7c32-a12e-02d47b8a73c6 --env=GDK_PIXBUF_MODULE_FILE=/home/bogdan/snap/code/common/.cache/gdk-pixbuf-loaders.cache --env=GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 --env=GJS_DEBUG_OUTPUT=stderr --env=SNAP_LAUNCHER_ARCH_TRIPLET=x86_64-linux-gnu --env=GIT_PAGER=cat --env=QT_IM_MODULE=ibus --env=VSCODE_CLI=1 --env=LC_ALL=C.UTF-8 --env=SNAP_REAL_HOME=/home/bogdan --env=VSCODE_CODE_CACHE_PATH=/home/bogdan/.config/Code/CachedData/6a44c352bd24569c417e530095901b649960f9f8 --env=XDG_SESSION_EXTRA_DEVICE_ACCESS=render:accel --env=SNAP_EUID=1000 --env=SNAP=/snap/code/244 --env=QT_IM_MODULES=wayland;ibus --env=MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA= --env=ELECTRON_NO_ATTACH_CONSOLE=1 --env=VSCODE_PID=362737 --env=PATH=/home/bogdan/.local/bin:/home/bogdan/.codex/tmp/arg0/codex-arg0BWG6q5:/home/bogdan/.local/bin:/home/bogdan/.local/bin:/home/bogdan/.local/bin:/home/bogdan/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/home/bogdan/.vscode/extensions/openai.chatgpt-26.602.40724-linux-x64/bin/linux-x86_64:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin --env=XDG_DATA_DIRS=/home/bogdan/snap/code/244/.local/share:/home/bogdan/snap/code/244:/snap/code/244/usr/share:/usr/share/ubuntu:/usr/share/gnome:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop:/usr/local/share:/usr/share --env=XDG_CACHE_HOME=/home/bogdan/.cache --env=XDG_CONFIG_HOME=/home/bogdan/.config --env=XDG_DATA_HOME=/home/bogdan/.local/share --env=XDG_STATE_HOME=/home/bogdan/.local/state --env=XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg crazysim-garden bash /home/bogdan/work/coralmicro/sim/scripts/launch_hybrid_cf2.sh sentai_whycon_small
 372866   25610 Ss   /usr/bin/conmon --api-version 1 -c 4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab -u 9866c38cf2ebbf001e643fb8c733d6d6ad7aca823fe79b189c166ae1d4945f82 -r /usr/bin/crun -b /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/9866c38cf2ebbf001e643fb8c733d6d6ad7aca823fe79b189c166ae1d4945f82 -p /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/9866c38cf2ebbf001e643fb8c733d6d6ad7aca823fe79b189c166ae1d4945f82/exec_pid -n crazysim-garden --exit-dir /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/9866c38cf2ebbf001e643fb8c733d6d6ad7aca823fe79b189c166ae1d4945f82/exit --persist-dir /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/9866c38cf2ebbf001e643fb8c733d6d6ad7aca823fe79b189c166ae1d4945f82/persist/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab --full-attach -s -l none --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/9866c38cf2ebbf001e643fb8c733d6d6ad7aca823fe79b189c166ae1d4945f82/oci-log -i -e --exec-attach --exec-process-spec /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/9866c38cf2ebbf001e643fb8c733d6d6ad7aca823fe79b189c166ae1d4945f82/exec-process-1948226611 --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /home/bogdan/snap/code/244/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /home/bogdan/snap/code/244/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg --exec --exit-command-arg 9866c38cf2ebbf001e643fb8c733d6d6ad7aca823fe79b189c166ae1d4945f82 --exit-command-arg 4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab
 372869  372866 Ss   bash /home/bogdan/work/coralmicro/sim/scripts/launch_hybrid_cf2.sh sentai_whycon_small
 372873  372869 S    Xvfb :99 -screen 0 1024x768x24
 373079  372869 Sl   gz sim -s -r -v 3 /home/bogdan/work/crazyflie/CrazySim/crazyflie-firmware/tools/crazyflie-simulation/simulator_files/gazebo/worlds/sentai_whycon_small.sdf
 373261  372869 Sl   /home/bogdan/work/crazyflie/CrazySim/crazyflie-firmware/sitl_make/build/cf2 19950
 373262  372869 Sl   gz sim -g --gui-config /home/bogdan/work/coralmicro/sim/gazebo/sentai_gui.config
 373685  371414 Ssl  /usr/bin/python3 emu/host/sentai_gazebo_uds_to_tcp_bridge.py --uds /tmp/sentai_emu_cam.sock --tcp-host 127.0.0.1 --tcp-port 30233 --max-fps 15.0 --out-width 640 --out-height 480 --out-format rgb888
 373687  371414 Ss   /bin/sh /usr/bin/distrobox enter crazysim-garden -- /home/bogdan/work/coralmicro/build-sim/sim/gz_to_uds_bridge --topic /downward_cam/image --in-sock /tmp/sentai_emu_cam.sock --out-sock /tmp/sentai_emu_flow_out.sock
