    PID    PPID STAT CMD
  29074   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=543844109 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14737562326029641873,5209703171585248355,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709010674959568
  29086   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=548166113 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10579589228734146051,6081426075537851150,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709011612001417
  29134   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=556019842 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6455733779848652157,14633428048760457129,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709015360168813
  29194   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=35 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=569506087 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2205660334378711569,8657886932481975662,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709019108336209
  29289   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=42 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=572697530 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1278959548265706389,355481688940955086,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709025667629152
  29361   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=43 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=589629381 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1438440327136920245,15042111198666084882,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709026604671001
  30202   25610 Sl   /usr/bin/ptyxis --gapplication-service
  30285   30202 Ssl  /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
  30300       2 S    [nvidia-drm/timeline-115]
  30303       2 S    [nvidia-drm/timeline-117]
  30306       2 S    [nvidia-drm/timeline-118]
  30326   30285 Ss+  /usr/bin/bash
  30999   30285 Ss+  /usr/bin/bash
  31047   30285 Ss   /usr/bin/bash
  31083   25907 Sl   /usr/libexec/gvfsd-http --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
  31178   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=51 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=672287600 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3476095191324658027,1382232268260552509,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709034101005793
  31271   31047 Sl+  claude
  31700   25967 Sl   /snap/snap-store/1367/bin/snap-store
  31830       2 S    [nvidia-drm/timeline-187]
  31833       2 S    [nvidia-drm/timeline-188]
  31836       2 S    [nvidia-drm/timeline-189]
  31837       2 S    [nvidia-drm/timeline-18a]
  31838       2 S    [nvidia-drm/timeline-18b]
  31865   25610 Sl   /snap/snapd/current/usr/bin/snap userd
  33354   25610 SLsl /snap/code/244/usr/share/code/code --no-sandbox --force-user-env --ozone-platform=x11
  33356   33354 S    /snap/code/244/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
  33357   33354 S    /snap/code/244/usr/share/code/code --type=zygote --no-sandbox
  33378   33354 Sl   /snap/code/244/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --ozone-platform=x11 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190708988185955192
  33382   33354 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190708989122997041
  33460       2 S    [nvidia-drm/timeline-197]
  33462   33357 Sl   /snap/code/244/usr/share/code/code --type=renderer --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/244/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=763016440 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:fc75cea6-c300-4038-8682-0cdd3382fa3b
  33590   33354 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190708990997080739
  34328   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=65 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=802495943 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6502756292753591905,6571017760651766176,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709047219591679
  34681   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=70 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=805741917 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3379181976922545187,6983185556010605602,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709051904800924
  35502   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=73 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=855272381 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9278303059204790242,13276091195429672062,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709054715926471
  35608   25907 Sl   /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
  35609   25907 Sl   /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
  35625   25907 Sl   /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
  35631   25907 Sl   /usr/libexec/gvfsd-wsdd --spawner :1.20 /org/gtk/gvfs/exec_spaw/5
  35636   35631 S    python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
  35779   33354 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190709005989750323
  35794   33354 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190709006926792172
  35890   33357 Sl   /snap/code/244/usr/share/code/code --type=renderer --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/244/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=1039440094 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190709007863834021 --vscode-window-config=vscode:fc75cea6-c300-4038-8682-0cdd3382fa3b
  36038   35794 Sl   /home/bogdan/.vscode/extensions/anthropic.claude-code-2.1.165-linux-x64/resources/native-binary/claude --output-format stream-json --verbose --input-format stream-json --max-thinking-tokens 31999 --permission-prompt-tool stdio --setting-sources=user,project,local --permission-mode default --include-partial-messages --debug --debug-to-stderr --enable-auth-status --no-chrome --replay-user-messages
  46595   35794 Sl   /snap/code/244/usr/share/code/code /snap/code/244/usr/share/code/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=35794
  50763       1 Ssl  /usr/libexec/fwupd/fwupd
  52365       2 S    [psimon]
  52381       1 Ssl  /usr/lib/podman/netavark firewalld-reload
  53511   25610 S    catatonit -P
  54141   25610 Ss   /usr/bin/conmon --api-version 1 -c 4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab -u 4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab -r /usr/bin/crun -b /home/bogdan/snap/code/244/.local/share/containers/storage/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata -p /run/user/1000/containers/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/pidfile -n crazysim-garden --exit-dir /run/user/1000/libpod/tmp/exits --persist-dir /run/user/1000/libpod/tmp/persist/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab --full-attach -s -l journald --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/run/user/1000/containers/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/oci-log --conmon-pidfile /run/user/1000/containers/overlay-containers/4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab/userdata/conmon.pid --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /home/bogdan/snap/code/244/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /home/bogdan/snap/code/244/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg 4975d34302bf31f94307a823a1b0c770898dd84739ace61fb876fa8dc6a103ab
  54143   54141 Ss   /bin/sh /usr/bin/entrypoint --verbose --name bogdan --user 1000 --group 1000 --home /home/bogdan --init 0 --nvidia 0 --pre-init-hooks  --additional-packages  --
  76691   35794 Sl   /home/bogdan/.vscode/extensions/ms-python.vscode-python-envs-1.30.0-linux-x64/python-env-tools/bin/pet server
  76978   33354 Sl   /snap/code/244/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190709010674959568
  77164   76978 Ss+  /usr/bin/bash --init-file /snap/code/244/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
  77180   35794 Sl   /snap/code/244/usr/share/code/code /home/bogdan/.vscode/extensions/ms-python.vscode-pylance-2026.2.1/dist/server.bundle.js --cancellationReceive=file:eb1d1346391009718db6bac196c2b0abb6011ab5f9 --node-ipc --clientProcessId=35794
  83602   35794 Sl   /home/bogdan/.vscode/extensions/openai.chatgpt-26.602.30954-linux-x64/bin/linux-x86_64/codex app-server --analytics-default-enabled
  83797   33357 Sl   /snap/code/244/usr/share/code/code --type=renderer --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/244/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=6096869427 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12515556341408070942,18245791186083914875,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16853762357043962537,16077784858951457877,4 --trace-process-track-uuid=3190709014423126964 --vscode-window-config=vscode:fc75cea6-c300-4038-8682-0cdd3382fa3b
  84146   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=76 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=6102697373 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15634320077771844315,235057059619791469,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709057527052018
  84532   28334 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=28321 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=77 --time-ticks-at-unix-epoch=-1780664963832010 --launch-time-ticks=6232524554 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5328690658919249532,17030668237136753182,2097152 --field-trial-handle=3,i,5381327431928011301,17939926155752144070,262144 --disable-features=EyeDropper --variations-seed-version=20260605-010039.803000-production --pseudonymization-salt-handle=7,i,11324975148727598861,139763826355270078,4 --trace-process-track-uuid=3190709058464093867
  85685       2 I    [kworker/1:2-events]
  97001       2 I    [kworker/11:0-cgroup_free]
  97045       2 I    [kworker/23:1-events]
 102022       2 I    [kworker/11:2-events]
 104997       2 I    [kworker/18:0-events]
 110235       2 I    [kworker/22:1-events]
 110238       2 I    [kworker/3:2-events]
 116595       2 I    [kworker/21:2-events]
 119077       2 I    [kworker/5:0-events]
 119408       2 I    [kworker/9:28-xfs-conv/sda2]
 123708       2 I    [kworker/9:0-xfs-conv/sda2]
 124696       2 I    [kworker/19:0-events]
 127198       2 I    [kworker/17:0-events]
 127527       2 I    [kworker/19:2-cgroup_release]
 129103       2 I    [kworker/12:0-events]
 129730       2 I    [kworker/16:1-events]
 129818       2 I    [kworker/20:1-events]
 132551       2 I    [kworker/u96:0-events_unbound]
 132863       2 I    [kworker/10:2-events]
 133038       2 I    [kworker/18:2-cgroup_free]
 133853       2 I    [kworker/0:2-events]
 137714       2 I    [kworker/7:0-xfs-inodegc/sda2]
 137972       2 I    [kworker/23:0-cgroup_free]
 138712       2 I    [kworker/u96:2-flush-8:0]
 139061       2 I    [kworker/14:0-events]
 139302       2 I    [kworker/2:2-events]
 139745       2 I    [kworker/17:2-events]
 140847       2 I    [kworker/4:1-events]
 141080       2 I    [kworker/14:2-events]
 141315       2 I    [kworker/0:0-events]
 141793       2 I    [kworker/2:1-events]
 142703       2 I    [kworker/6:2-events]
 143363       2 I    [kworker/10:0-events]
 143804       2 I    [kworker/12:2-events]
 144118       2 I    [kworker/8:2-cgroup_release]
 145060       2 I    [kworker/8:1-events]
 145647       2 I    [kworker/16:2]
 145946       2 I    [kworker/20:0-events]
 146770       2 I    [kworker/u96:1-events_power_efficient]
 147047       2 I    [kworker/0:1]
 147166       2 I    [kworker/22:2]
 147167       2 I    [kworker/4:0-cgroup_free]
 147245       2 I    [kworker/6:0-events]
 147447       2 I    [kworker/9:1-xfs-conv/sda2]
 147485       2 I    [kworker/15:0]
 147599       2 I    [kworker/18:1-events]
 147643       2 I    [kworker/10:1-events]
 148024       2 I    [kworker/2:0]
 148376       2 I    [kworker/16:0-events]
 150080       2 I    [kworker/21:0-xfs-inodegc/sda2]
 150109       2 I    [kworker/21:3-events]
 150172       2 I    [kworker/u96:3-flush-8:0]
 150184       2 I    [kworker/14:1-events]
